konteks	masalah sistem knalpot	masalah transmisi	masalah suspensi	gangguan listrik	masalah sistem bahan bakar	masalah kemudi	masalah ban	masalah mesin	kegagalan rem	masalah sistem pendingin	kerusakan aksesoris interior eksterior
filter udarafilter udara new camry sistem buang tanggung hilang gas limbah hasil mesin kendara gejala asap knalpot asap knalpot indikasi sistem buang asap putih tebal indikasi proses bakar asap biru indikasi oli bakar mesin suara knalpot keras suara knalpot keras indikasi knalpot pipa knalpot lubang bocor sistem buang suara derak suara derak sistem buang indikasi komponen longgar rusak lindung panas gantung turun efisiensi bahan bakar turun efisiensi bahan bakar sistem buang katalis konverter sumbat getar getar kendara komponen sistem buang rusak knalpot pipa knalpot bocor kompresi nyala api busi karburator filter udara kotor usia kendara bahan susun knalpot plat besi korosi knalpot bocor bakar sempurna mesin asap knalpot wajar campur bahan bakar bensin campur molekul udara sesuai rasio kotor halang udara bersih capai mesin pengaruh sistem kontrol emisi filter udara filter oli oli bahan bakar cleaner pasang filter udara kendara roda merek new camry	1	0	0	0	0	0	0	0	0	0	0
filter udararepair   cat grill depan sistem buang tanggung hilang gas limbah hasil mesin kendara gejala asap knalpot asap knalpot indikasi sistem buang asap putih tebal indikasi proses bakar asap biru indikasi oli bakar mesin suara knalpot keras suara knalpot keras indikasi knalpot pipa knalpot lubang bocor sistem buang suara derak suara derak sistem buang indikasi komponen longgar rusak lindung panas gantung turun efisiensi bahan bakar turun efisiensi bahan bakar sistem buang katalis konverter sumbat getar getar kendara komponen sistem buang rusak knalpot pipa knalpot bocor kompresi nyala api busi karburator filter udara kotor usia kendara bahan susun knalpot plat besi korosi knalpot bocor bakar sempurna mesin asap knalpot wajar campur bahan bakar bensin campur molekul udara sesuai rasio kotor halang udara bersih capai mesin pengaruh sistem kontrol emisi filter udara filter oli oli bahan bakar cleaner pasang layan grill kendara roda cat	1	0	0	0	0	0	0	0	0	0	0
hidrolikshock bagasi  hydrolic bagasi  suspensi kendara roda kumpul komponen fungsi redam kejut getar kendara akibat muka jalan rata fungsi suspensi kendara letak bodi kerangka roda suspensi mobil milik sistem kompleks komponen shock absorber anti roll bar control arm rutin spooring balancing roda mobil bantu cegah suspensi kendara roda gejala indikasi suspensi lurus shockbreaker bocor karet rusak ball joint rusak control arm bengkok kaki kaki lurus bunyi decit guncang jarak belok suara bunyi kendara jalan lubang rata umur kendara tua jarang awat komponen suspensi aus rusak kondisi jalan buruk kaki kaki pasang beban kendara berat bentur keras kendara shockbreaker spooring balancing hidrolik pasang komponen sistem shock bagasi kendara roda	0	0	1	0	0	0	0	0	0	0	0
injeksitune up   injection cleanner layan tune up teknologi injection cleanner tingkat performa mesin kendara roda	0	0	0	0	0	0	0	0	0	0	0
jasamobil derek  towing  rusa aksesoris interior eksterior mobil upa rusa fisik gores lecet pecah eksterior mobil bemper kap mobil grill spakbor pilar pilar cross member interior mobil upa rusa bahan karet plastik kering pengaruh cuaca pudar warna pintu kaca bodi velg wiper packing rangka eksterior jasa layan derek kendara roda	0	0	0	0	0	0	0	0	0	0	1
jasatowing  derek  rusa aksesoris interior eksterior mobil upa rusa fisik gores lecet pecah eksterior mobil bemper kap mobil grill spakbor pilar pilar cross member interior mobil upa rusa bahan karet plastik kering pengaruh cuaca pudar warna pintu kaca bodi velg wiper packing rangka eksterior jasa layan derek kendara roda	0	0	0	0	0	0	0	0	0	0	1
jointball joint atas  up  fr lh transmisi kendara roda kondisi sistem transmisi kendara alami rusa ganggu akibat optimal sistem transmisi kendara fungsi transfer tenaga mesin roda kendara kendara gerak sistem transmisi kendara kendara gerak gerak performa buruk gejala indikasi telat respons injak pedal gas suara dengung berisik sistem transmisi bocor cair transmisi bau bakar cair transmisi warna cair transmisi ubah gelap sulit operasi gigi getar guncang kendara gerak overheat mesin kendara gerak henti tengah jalan lampu indikator transmisi nyala awat ganti cair transmisi overheat mesin kendara bocor sistem transmisi rusa komponen sistem transmisi torque converter kopling bearing salah operasi kendara injak pedal gas cepat ganti gigi umur kendara tua transmisi pasang kopling joint bearing pasang cleaner ball joint sistem suspensi kendara roda kiri	0	1	0	0	0	0	0	0	0	0	0
jointball joint bawah  down  fr rh transmisi kendara roda kondisi sistem transmisi kendara alami rusa ganggu akibat optimal sistem transmisi kendara fungsi transfer tenaga mesin roda kendara kendara gerak sistem transmisi kendara kendara gerak gerak performa buruk gejala indikasi telat respons injak pedal gas suara dengung berisik sistem transmisi bocor cair transmisi bau bakar cair transmisi warna cair transmisi ubah gelap sulit operasi gigi getar guncang kendara gerak overheat mesin kendara gerak henti tengah jalan lampu indikator transmisi nyala awat ganti cair transmisi overheat mesin kendara bocor sistem transmisi rusa komponen sistem transmisi torque converter kopling bearing salah operasi kendara injak pedal gas cepat ganti gigi umur kendara tua transmisi pasang kopling joint bearing pasang cleaner ball joint sistem suspensi kendara roda kanan	0	1	0	0	0	0	0	0	0	0	0
jointjoint copel transmisi kendara roda kondisi sistem transmisi kendara alami rusa ganggu akibat optimal sistem transmisi kendara fungsi transfer tenaga mesin roda kendara kendara gerak sistem transmisi kendara kendara gerak gerak performa buruk gejala indikasi telat respons injak pedal gas suara dengung berisik sistem transmisi bocor cair transmisi bau bakar cair transmisi warna cair transmisi ubah gelap sulit operasi gigi getar guncang kendara gerak overheat mesin kendara gerak henti tengah jalan lampu indikator transmisi nyala awat ganti cair transmisi overheat mesin kendara bocor sistem transmisi rusa komponen sistem transmisi torque converter kopling bearing salah operasi kendara injak pedal gas cepat ganti gigi umur kendara tua transmisi pasang kopling joint bearing pasang cleaner joint copel kendara roda	0	1	0	0	0	0	0	0	0	0	0
jointjoint copel innova reborn transmisi kendara roda kondisi sistem transmisi kendara alami rusa ganggu akibat optimal sistem transmisi kendara fungsi transfer tenaga mesin roda kendara kendara gerak sistem transmisi kendara kendara gerak gerak performa buruk gejala indikasi telat respons injak pedal gas suara dengung berisik sistem transmisi bocor cair transmisi bau bakar cair transmisi warna cair transmisi ubah gelap sulit operasi gigi getar guncang kendara gerak overheat mesin kendara gerak henti tengah jalan lampu indikator transmisi nyala awat ganti cair transmisi overheat mesin kendara bocor sistem transmisi rusa komponen sistem transmisi torque converter kopling bearing salah operasi kendara injak pedal gas cepat ganti gigi umur kendara tua transmisi pasang kopling joint bearing pasang cleaner joint copel merek innova reborn kendara roda	0	1	0	0	0	0	0	0	0	0	0
kacabersihkan jamur kaca rusa aksesoris interior eksterior mobil upa rusa fisik gores lecet pecah eksterior mobil bemper kap mobil grill spakbor pilar pilar cross member interior mobil upa rusa bahan karet plastik kering pengaruh cuaca pudar warna pintu kaca bodi velg wiper packing rangka eksterior jasa layan bersih jamur kaca kendara roda	0	0	0	0	0	0	0	0	0	0	1
kacakaca film  full  rusa aksesoris interior eksterior mobil upa rusa fisik gores lecet pecah eksterior mobil bemper kap mobil grill spakbor pilar pilar cross member interior mobil upa rusa bahan karet plastik kering pengaruh cuaca pudar warna pintu kaca bodi velg wiper packing rangka eksterior jasa layan pasang kaca film kaca kendara roda	0	0	0	0	0	0	0	0	0	0	1
kacakaca film depan 3m rusa aksesoris interior eksterior mobil upa rusa fisik gores lecet pecah eksterior mobil bemper kap mobil grill spakbor pilar pilar cross member interior mobil upa rusa bahan karet plastik kering pengaruh cuaca pudar warna pintu kaca bodi velg wiper packing rangka eksterior jasa kaca film merek 3m kendara roda	0	0	0	0	0	0	0	0	0	0	1
kacasun visor  pelindung matahari  rusa aksesoris interior eksterior mobil upa rusa fisik gores lecet pecah eksterior mobil bemper kap mobil grill spakbor pilar pilar cross member interior mobil upa rusa bahan karet plastik kering pengaruh cuaca pudar warna pintu kaca bodi velg wiper packing rangka eksterior jasa lindung matahari kendara roda	0	0	0	0	0	0	0	0	0	0	1
koplingkopling set avanza 1 5 transmisi kendara roda kondisi sistem transmisi kendara alami rusa ganggu akibat optimal sistem transmisi kendara fungsi transfer tenaga mesin roda kendara kendara gerak sistem transmisi kendara kendara gerak gerak performa buruk gejala indikasi telat respons injak pedal gas suara dengung berisik sistem transmisi bocor cair transmisi bau bakar cair transmisi warna cair transmisi ubah gelap sulit operasi gigi getar guncang kendara gerak overheat mesin kendara gerak henti tengah jalan lampu indikator transmisi nyala awat ganti cair transmisi overheat mesin kendara bocor sistem transmisi rusa komponen sistem transmisi torque converter kopling bearing salah operasi kendara injak pedal gas cepat ganti gigi umur kendara tua transmisi pasang kopling joint bearing pasang cleaner set kopling kendara roda merek avanza ukur 1 5	0	1	0	0	0	0	0	0	0	0	0
koplingkopling set h  cr v gen 3 2 0 cc transmisi kendara roda kondisi sistem transmisi kendara alami rusa ganggu akibat optimal sistem transmisi kendara fungsi transfer tenaga mesin roda kendara kendara gerak sistem transmisi kendara kendara gerak gerak performa buruk gejala indikasi telat respons injak pedal gas suara dengung berisik sistem transmisi bocor cair transmisi bau bakar cair transmisi warna cair transmisi ubah gelap sulit operasi gigi getar guncang kendara gerak overheat mesin kendara gerak henti tengah jalan lampu indikator transmisi nyala awat ganti cair transmisi overheat mesin kendara bocor sistem transmisi rusa komponen sistem transmisi torque converter kopling bearing salah operasi kendara injak pedal gas cepat ganti gigi umur kendara tua transmisi pasang kopling joint bearing pasang cleaner set kopling merek cr gen 3 ukur 2 0 cc kendara roda	0	1	0	0	0	0	0	0	0	0	0
koplingmaster kopling atas  up  innova transmisi kendara roda kondisi sistem transmisi kendara alami rusa ganggu akibat optimal sistem transmisi kendara fungsi transfer tenaga mesin roda kendara kendara gerak sistem transmisi kendara kendara gerak gerak performa buruk gejala indikasi telat respons injak pedal gas suara dengung berisik sistem transmisi bocor cair transmisi bau bakar cair transmisi warna cair transmisi ubah gelap sulit operasi gigi getar guncang kendara gerak overheat mesin kendara gerak henti tengah jalan lampu indikator transmisi nyala awat ganti cair transmisi overheat mesin kendara bocor sistem transmisi rusa komponen sistem transmisi torque converter kopling bearing salah operasi kendara injak pedal gas cepat ganti gigi umur kendara tua transmisi pasang kopling joint bearing pasang cleaner master kopling kendara roda merek innova	0	1	0	0	0	0	0	0	0	0	0
koplingmaster kopling atas avanza 1 5 transmisi kendara roda kondisi sistem transmisi kendara alami rusa ganggu akibat optimal sistem transmisi kendara fungsi transfer tenaga mesin roda kendara kendara gerak sistem transmisi kendara kendara gerak gerak performa buruk gejala indikasi telat respons injak pedal gas suara dengung berisik sistem transmisi bocor cair transmisi bau bakar cair transmisi warna cair transmisi ubah gelap sulit operasi gigi getar guncang kendara gerak overheat mesin kendara gerak henti tengah jalan lampu indikator transmisi nyala awat ganti cair transmisi overheat mesin kendara bocor sistem transmisi rusa komponen sistem transmisi torque converter kopling bearing salah operasi kendara injak pedal gas cepat ganti gigi umur kendara tua transmisi pasang kopling joint bearing pasang cleaner kopling kendara roda merek avanza ukur 1 5	0	1	0	0	0	0	0	0	0	0	0
koplingmaster kopling bawah  down  innova transmisi kendara roda kondisi sistem transmisi kendara alami rusa ganggu akibat optimal sistem transmisi kendara fungsi transfer tenaga mesin roda kendara kendara gerak sistem transmisi kendara kendara gerak gerak performa buruk gejala indikasi telat respons injak pedal gas suara dengung berisik sistem transmisi bocor cair transmisi bau bakar cair transmisi warna cair transmisi ubah gelap sulit operasi gigi getar guncang kendara gerak overheat mesin kendara gerak henti tengah jalan lampu indikator transmisi nyala awat ganti cair transmisi overheat mesin kendara bocor sistem transmisi rusa komponen sistem transmisi torque converter kopling bearing salah operasi kendara injak pedal gas cepat ganti gigi umur kendara tua transmisi pasang kopling joint bearing pasang cleaner master kopling kendara roda merek innova	0	1	0	0	0	0	0	0	0	0	0
koplingmaster kopling bawah avanza 1 5 transmisi kendara roda kondisi sistem transmisi kendara alami rusa ganggu akibat optimal sistem transmisi kendara fungsi transfer tenaga mesin roda kendara kendara gerak sistem transmisi kendara kendara gerak gerak performa buruk gejala indikasi telat respons injak pedal gas suara dengung berisik sistem transmisi bocor cair transmisi bau bakar cair transmisi warna cair transmisi ubah gelap sulit operasi gigi getar guncang kendara gerak overheat mesin kendara gerak henti tengah jalan lampu indikator transmisi nyala awat ganti cair transmisi overheat mesin kendara bocor sistem transmisi rusa komponen sistem transmisi torque converter kopling bearing salah operasi kendara injak pedal gas cepat ganti gigi umur kendara tua transmisi pasang kopling joint bearing pasang cleaner kopling kendara roda merek avanza ukur 1 5	0	1	0	0	0	0	0	0	0	0	0
kruk asseal kruk as belakang sistem bahan bakar kendara roda kondisi sistem bahan bakar kendara fungsi faktor rusa komponen sistem bahan bakar proses bakar gejala indikasi mesin sulit aktif pagi mesin sulit aktif panas mesin sendat pedal gas injak tingkat cepat mesin mobil sulit nyala mesin mobil brebet respon pedal gas telat suara gelitik ketu mesin mobil sistem listrik alternator aki kabel kabel kendur putus rangkai api fuel pump karbon endap ruang bakar setting bahan bakar udara akurat filter bahan bakar bahan bakar cleaner pasang kruk as seal sistem kruk as kendara roda	0	0	0	0	1	0	0	0	0	0	0
lampubalast hid depan  lh  kiri ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang balast hid lampu kendara roda kiri	0	0	0	1	0	0	0	0	0	0	0
lampubearing roda depan  fr  r l ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang bearing roda kendara roda kanan kiri	0	0	0	1	0	0	0	0	0	0	0
lampubohlam forglamp h11 55watt ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang lampu merek forglamp tipe h11 daya 55watt kendara roda	0	0	0	1	0	0	0	0	0	0	0
lampubohlam h4 100 90 watt ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang lampu kendara roda teknologi h4 wattage 100 90	0	0	0	1	0	0	0	0	0	0	0
lampubohlam k1 gepeng  sein  ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang lampu sein kendara roda	0	0	0	1	0	0	0	0	0	0	0
lampubohlam k2 bulat ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang lampu kendara roda	0	0	0	1	0	0	0	0	0	0	0
lampubohlam k2 bulat  rem  ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang lampu rem kendara roda	0	0	0	1	0	0	0	0	0	0	0
lampubohlam k2 gepeng  rem  ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang lampu rem kendara roda	0	0	0	1	0	0	0	0	0	0	0
lampubohlam rem k2  gepeng  ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang lampu rem kendara roda	0	0	0	1	0	0	0	0	0	0	0
lampubohlam rem k2 bulat ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang lampu rem kendara roda	0	0	0	1	0	0	0	0	0	0	0
lampubohlam rem k2 gepeng ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang lampu rem kendara roda	0	0	0	1	0	0	0	0	0	0	0
lampubohlam t10 ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang lampu kendara roda	0	0	0	1	0	0	0	0	0	0	0
lampuend tierod  fr  r l ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang end tierod sistem suspensi kendara roda kanan kiri	0	0	0	1	0	0	0	0	0	0	0
lampulong tierod  fr  r l ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang tierod kendara roda kanan kiri	0	0	0	1	0	0	0	0	0	0	0
lampupoles head lamp ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang layan poles lampu kendara roda tampil lampu	0	0	0	1	0	0	0	0	0	0	0
lampupoles head lamp  fr  r l ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang layan poles lampu kendara roda kanan kiri	0	0	0	1	0	0	0	0	0	0	0
lampupoles head lamp r l ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang layan poles lampu kendara roda kanan kiri	0	0	0	1	0	0	0	0	0	0	0
lampuservice pintu belakang  central lock  ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang layan awat sistem pintu kendara roda teknologi central lock	0	0	0	1	0	0	0	0	0	0	0
lampustop lamp  rr  lh kiri ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang lampu rem kendara roda kiri	0	0	0	1	0	0	0	0	0	0	0
lampustop lamp  rr  r l innova ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang lampu rem kendara roda merek innova kanan kiri	0	0	0	1	0	0	0	0	0	0	0
lampustop lamp  rr  rh ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang lampu rem kendara roda kanan	0	0	0	1	0	0	0	0	0	0	0
listrikcoil avanza ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang coil kendara roda merek avanza	0	0	0	1	0	0	0	0	0	0	0
listrikcoil innova ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang coil kendara roda merek innova	0	0	0	1	0	0	0	0	0	0	0
listrikecu  elektronic control unit  h  cr v gen 3 ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang unit kontrol elektronik merek cr gen 3 kendara roda	0	0	0	1	0	0	0	0	0	0	0
listrikimmobilizer h  cr v gen 3 ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang sistem aman immobilizer merek cr gen 3 kendara roda	0	0	0	1	0	0	0	0	0	0	0
listrikjasa elektrikal ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang layan sistem elektrikal kendara roda	0	0	0	1	0	0	0	0	0	0	0
listrikrelay omron ac ganggu listrik kendara roda sistem listrik kendara akibat sistem normal ganggu komponen sistem listrik kendara aki alternator kabel saklar gejala indikasi lampu indikator dashboard nyala kedip kedip mesin sulit hidup mati mesin hidup bunyi klik klik mesin hidup lampu kabin lampu redup aki cepat soak habis daya listrik sistem audio ac fungsi aki lemah habis pakai alternator rusak fungsi kabel soket konsleting putus saklar relay rusak fungsi komponen sistem listrik rusak fungsi lampu listrik pasang relay merek omron sistem ac kendara roda	0	0	0	1	0	0	0	0	0	0	0
